"severity","condition","cvss2_score","external_references","updated","published","Name","Architecture","cvss3_score","Version","detection_time","cve","Title"
"Medium","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33164"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33164""]","2023-07-14","2023-07-11","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-33164","CVE-2023-33164 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33163"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33163""]","2023-07-14","2023-07-11","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-33163","CVE-2023-33163 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33155"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33155""]","2023-07-14","2023-07-11","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-33155","CVE-2023-33155 affects Windows Server 2022"
"Critical","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33154"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33154""]","2023-07-14","2023-07-11","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-33154","CVE-2023-33154 affects Windows Server 2022"
"Medium","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32085"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32085""]","2023-07-14","2023-07-11","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32085","CVE-2023-32085 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32084"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32084""]","2023-07-14","2023-07-11","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32084","CVE-2023-32084 affects Windows Server 2022"
"Medium","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32083"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32083""]","2023-07-14","2023-07-11","Windows Server 2022","x64",4.9,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32083","CVE-2023-32083 affects Windows Server 2022"
"Critical","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32057"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32057""]","2023-07-14","2023-07-11","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32057","CVE-2023-32057 affects Windows Server 2022"
"Critical","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32056"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32056""]","2023-07-14","2023-07-11","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32056","CVE-2023-32056 affects Windows Server 2022"
"Medium","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32055"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32055""]","2023-07-13","2023-07-11","Windows Server 2022","x64",6.7,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32055","CVE-2023-32055 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32054"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32054""]","2023-07-13","2023-07-11","Windows Server 2022","x64",7.3,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32054","CVE-2023-32054 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32053"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32053""]","2023-07-13","2023-07-11","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32053","CVE-2023-32053 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32049"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32049""]","2023-07-13","2023-07-11","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32049","CVE-2023-32049 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32046"",""http://seclists.org/fulldisclosure/2023/Jul/43"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32046""]","2023-07-31","2023-07-11","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32046","CVE-2023-32046 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32045"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32045""]","2023-07-13","2023-07-11","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32045","CVE-2023-32045 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32044"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32044""]","2023-07-13","2023-07-11","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32044","CVE-2023-32044 affects Windows Server 2022"
"Medium","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32043"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32043""]","2023-07-13","2023-07-11","Windows Server 2022","x64",6.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32043","CVE-2023-32043 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32042"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32042""]","2023-07-13","2023-07-11","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32042","CVE-2023-32042 affects Windows Server 2022"
"Medium","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32041"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32041""]","2023-07-13","2023-07-11","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32041","CVE-2023-32041 affects Windows Server 2022"
"Medium","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32040"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32040""]","2023-07-13","2023-07-11","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32040","CVE-2023-32040 affects Windows Server 2022"
"Medium","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32039"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32039""]","2023-07-13","2023-07-11","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32039","CVE-2023-32039 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32038"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32038""]","2023-07-13","2023-07-11","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32038","CVE-2023-32038 affects Windows Server 2022"
"Medium","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32037"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32037""]","2023-07-13","2023-07-11","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32037","CVE-2023-32037 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32035"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32035""]","2023-07-13","2023-07-11","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32035","CVE-2023-32035 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32034"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32034""]","2023-07-13","2023-07-11","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32034","CVE-2023-32034 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32033"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32033""]","2023-07-13","2023-07-11","Windows Server 2022","x64",7.2,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32033","CVE-2023-32033 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32022"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32022""]","2023-08-18","2023-06-14","Windows Server 2022","x64",7.6,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32022","CVE-2023-32022 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32021"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32021""]","2023-06-21","2023-06-14","Windows Server 2022","x64",7.1,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32021","CVE-2023-32021 affects Windows Server 2022"
"Medium","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32020"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32020""]","2023-08-01","2023-06-14","Windows Server 2022","x64",5.6,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32020","CVE-2023-32020 affects Windows Server 2022"
"Medium","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32019"",""http://packetstormsecurity.com/files/173310/Windows-Kernel-KTM-Registry-Transactions-Non-Atomic-Outcomes.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32019""]","2023-07-05","2023-06-14","Windows Server 2022","x64",4.7,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32019","CVE-2023-32019 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32017"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32017""]","2023-06-21","2023-06-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32017","CVE-2023-32017 affects Windows Server 2022"
"Medium","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32016"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32016""]","2023-06-21","2023-06-14","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32016","CVE-2023-32016 affects Windows Server 2022"
"Critical","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32015"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32015""]","2023-06-22","2023-06-14","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32015","CVE-2023-32015 affects Windows Server 2022"
"Critical","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32014"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32014""]","2023-06-21","2023-06-14","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32014","CVE-2023-32014 affects Windows Server 2022"
"Medium","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32013"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32013""]","2023-08-01","2023-06-14","Windows Server 2022","x64",5.3,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32013","CVE-2023-32013 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32011"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32011""]","2023-06-20","2023-06-14","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32011","CVE-2023-32011 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32009"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32009""]","2023-06-20","2023-06-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32009","CVE-2023-32009 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32008"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32008""]","2023-06-20","2023-06-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-32008","CVE-2023-32008 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29373"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29373""]","2023-06-20","2023-06-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-29373","CVE-2023-29373 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29372"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29372""]","2023-06-20","2023-06-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-29372","CVE-2023-29372 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29371"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29371""]","2023-06-20","2023-06-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-29371","CVE-2023-29371 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29370"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29370""]","2023-06-20","2023-06-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-29370","CVE-2023-29370 affects Windows Server 2022"
"Medium","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29369"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29369""]","2023-06-20","2023-06-14","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-29369","CVE-2023-29369 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29368"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29368""]","2023-06-20","2023-06-14","Windows Server 2022","x64",7,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-29368","CVE-2023-29368 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29367"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29367""]","2023-06-20","2023-06-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-29367","CVE-2023-29367 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29366"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29366""]","2023-06-20","2023-06-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-29366","CVE-2023-29366 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29365"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29365""]","2023-06-20","2023-06-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-29365","CVE-2023-29365 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29364"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29364""]","2023-06-20","2023-06-14","Windows Server 2022","x64",7,"10.0.20348","2023-07-31T07:22:28+00:00","CVE-2023-29364","CVE-2023-29364 affects Windows Server 2022"
"Critical","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29363"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29363""]","2023-06-20","2023-06-14","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:29+00:00","CVE-2023-29363","CVE-2023-29363 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29362"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29362""]","2023-06-20","2023-06-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:29+00:00","CVE-2023-29362","CVE-2023-29362 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29361"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29361""]","2023-06-20","2023-06-14","Windows Server 2022","x64",7,"10.0.20348","2023-07-31T07:22:29+00:00","CVE-2023-29361","CVE-2023-29361 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29360"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29360""]","2023-08-21","2023-06-14","Windows Server 2022","x64",8.4,"10.0.20348","2023-07-31T07:22:29+00:00","CVE-2023-29360","CVE-2023-29360 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29359"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29359""]","2023-06-20","2023-06-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:29+00:00","CVE-2023-29359","CVE-2023-29359 affects Windows Server 2022"
"High","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29358"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29358""]","2023-06-20","2023-06-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:29+00:00","CVE-2023-29358","CVE-2023-29358 affects Windows Server 2022"
"Medium","KB5027225 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29355"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29355""]","2023-06-20","2023-06-14","Windows Server 2022","x64",5.3,"10.0.20348","2023-07-31T07:22:29+00:00","CVE-2023-29355","CVE-2023-29355 affects Windows Server 2022"
